writer_id,inst_path,gpds_path,shape_inst,shape_gpds,mad,frac_diff_gt10,ncc,verdict
3166,signature_verification/full_org/original_3166_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3166/c-3166-16.jpg,220x155,945x695,0.4392,0.0086,0.9928,same image (re-encoded)
1284,signature_verification/full_org/original_1284_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1284/c-1284-18.jpg,220x155,774x481,0.7808,0.0288,0.9982,distinct
1302,signature_verification/full_forg/forgeries_1302_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1302/cf-1302-17.jpg,220x155,1256x299,0.2661,0.0033,0.9993,same image (re-encoded)
3792,signature_verification/full_org/original_3792_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3792/c-3792-03.jpg,220x155,1159x702,1.1866,0.0394,0.9936,distinct
3505,signature_verification/full_forg/forgeries_3505_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3505/cf-3505-28.jpg,220x155,863x389,0.9346,0.0282,0.9988,distinct
436,signature_verification/full_forg/forgeries_436_15.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/436/cf-436-18.jpg,220x155,511x407,9.1449,0.0305,0.9937,distinct
905,signature_verification/full_forg/forgeries_905_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/905/cf-905-13.jpg,220x155,1068x653,0.8892,0.0309,0.9949,distinct
3848,signature_verification/full_forg/forgeries_3848_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3848/cf-3848-10.jpg,220x155,1041x719,0.9016,0.0305,0.9892,distinct
3856,signature_verification/full_forg/forgeries_3856_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3856/cf-3856-23.jpg,220x155,819x317,0.1811,0.0012,0.9968,same image (re-encoded)
3984,signature_verification/full_org/original_3984_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3984/c-3984-13.jpg,220x155,688x443,0.7276,0.0254,0.9985,distinct
116,signature_verification/full_forg/forgeries_116_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/116/cf-116-05.jpg,220x155,1079x493,0.4684,0.0163,0.9941,distinct
3719,signature_verification/full_org/original_3719_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3719/c-3719-20.jpg,220x155,841x554,0.562,0.0165,0.9979,distinct
2933,signature_verification/full_org/original_2933_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2933/c-2933-04.jpg,220x155,1129x497,0.9773,0.0316,0.9972,distinct
3181,signature_verification/full_org/original_3181_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3181/c-3181-10.jpg,220x155,818x432,0.9392,0.0325,0.9981,distinct
919,signature_verification/full_forg/forgeries_919_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/919/cf-919-18.jpg,220x155,929x473,1.0318,0.0334,0.9972,distinct
3104,signature_verification/full_forg/forgeries_3104_7.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3104/cf-3104-09.jpg,220x155,1107x487,33.1099,0.9899,0.9965,distinct
3244,signature_verification/full_forg/forgeries_3244_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3244/cf-3244-27.jpg,220x155,698x555,0.9136,0.0343,0.9976,distinct
1124,signature_verification/full_forg/forgeries_1124_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1124/cf-1124-13.jpg,220x155,948x618,0.8677,0.0329,0.9957,distinct
3112,signature_verification/full_org/original_3112_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3112/c-3112-07.jpg,220x155,1183x361,0.5144,0.0151,0.9959,distinct
1660,signature_verification/full_forg/forgeries_1660_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1660/cf-1660-22.jpg,220x155,620x565,0.3893,0.0013,0.9972,same image (re-encoded)
1276,signature_verification/full_forg/forgeries_1276_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1276/cf-1276-09.jpg,220x155,879x564,0.4007,0.0072,0.9923,same image (re-encoded)
1002,signature_verification/full_forg/forgeries_1002_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1002/cf-1002-19.jpg,220x155,1005x819,0.6831,0.016,0.9925,distinct
185,signature_verification/full_forg/forgeries_185_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/185/cf-185-15.jpg,220x155,680x378,0.2008,0.0,0.9991,same image (re-encoded)
3132,signature_verification/full_forg/forgeries_3132_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3132/cf-3132-10.jpg,220x155,448x311,0.1187,0.0,0.999,same image (re-encoded)
210,signature_verification/full_org/original_210_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/210/c-210-09.jpg,220x155,526x392,0.2714,0.0,0.9987,same image (re-encoded)
3960,signature_verification/full_forg/forgeries_3960_15.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3960/cf-3960-19.jpg,220x155,951x433,10.4938,0.845,0.9965,distinct
1611,signature_verification/full_forg/forgeries_1611_3.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1611/cf-1611-25.jpg,220x155,1138x316,11.8038,0.9303,0.9858,distinct
3060,signature_verification/full_org/original_3060_6.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3060/c-3060-15.jpg,220x155,600x342,0.1868,0.0028,0.9985,same image (re-encoded)
3223,signature_verification/full_org/original_3223_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3223/c-3223-01.jpg,220x155,826x621,1.1037,0.041,0.9956,distinct
3111,signature_verification/full_org/original_3111_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3111/c-3111-14.jpg,220x155,850x580,0.5355,0.0012,0.9977,same image (re-encoded)
1221,signature_verification/full_forg/forgeries_1221_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1221/cf-1221-15.jpg,220x155,887x426,0.6804,0.023,0.9985,distinct
2404,signature_verification/full_org/original_2404_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2404/c-2404-18.jpg,220x155,938x622,0.5165,0.002,0.9977,same image (re-encoded)
273,signature_verification/full_org/original_273_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/273/c-273-03.jpg,220x155,882x465,0.5459,0.0203,0.9966,distinct
579,signature_verification/full_org/original_579_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/579/c-579-03.jpg,220x155,1170x336,0.6385,0.0201,0.9925,distinct
3031,signature_verification/full_org/original_3031_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3031/c-3031-23.jpg,220x155,1004x454,0.4361,0.0064,0.9989,same image (re-encoded)
1741,signature_verification/full_org/original_1741_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1741/c-1741-20.jpg,220x155,792x373,0.4157,0.006,0.9908,same image (re-encoded)
3297,signature_verification/full_forg/forgeries_3297_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3297/cf-3297-13.jpg,220x155,1239x819,2.0462,0.0648,0.9898,distinct
2128,signature_verification/full_forg/forgeries_2128_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2128/cf-2128-20.jpg,220x155,862x434,0.2054,0.0,0.9989,same image (re-encoded)
1350,signature_verification/full_org/original_1350_3.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1350/c-1350-24.jpg,220x155,830x494,15.0542,0.9167,0.9978,distinct
2491,signature_verification/full_forg/forgeries_2491_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2491/cf-2491-10.jpg,220x155,886x639,0.4343,0.0035,0.9959,same image (re-encoded)
253,signature_verification/full_forg/forgeries_253_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/253/cf-253-24.jpg,220x155,552x239,0.1454,0.0003,0.9996,same image (re-encoded)
3278,signature_verification/full_org/original_3278_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3278/c-3278-11.jpg,220x155,678x356,0.638,0.0173,0.9988,distinct
1493,signature_verification/full_forg/forgeries_1493_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1493/cf-1493-22.jpg,220x155,1119x502,0.478,0.0028,0.9976,same image (re-encoded)
3647,signature_verification/full_org/original_3647_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3647/c-3647-12.jpg,220x155,1138x664,0.3623,0.0077,0.9927,same image (re-encoded)
3832,signature_verification/full_forg/forgeries_3832_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3832/cf-3832-28.jpg,220x155,867x610,0.5306,0.002,0.9975,same image (re-encoded)
831,signature_verification/full_forg/forgeries_831_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/831/cf-831-21.jpg,220x155,623x413,0.4946,0.0033,0.9992,same image (re-encoded)
1354,signature_verification/full_forg/forgeries_1354_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1354/cf-1354-15.jpg,220x155,848x357,0.6963,0.0213,0.9983,distinct
3085,signature_verification/full_forg/forgeries_3085_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3085/cf-3085-04.jpg,220x155,532x283,0.1811,0.0001,0.9997,same image (re-encoded)
3989,signature_verification/full_forg/forgeries_3989_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3989/cf-3989-27.jpg,220x155,976x396,0.8391,0.0278,0.9977,distinct
2135,signature_verification/full_forg/forgeries_2135_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2135/cf-2135-10.jpg,220x155,1136x390,0.6789,0.0217,0.9981,distinct
3616,signature_verification/full_forg/forgeries_3616_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3616/cf-3616-21.jpg,220x155,1111x905,1.1643,0.0366,0.9911,distinct
3417,signature_verification/full_org/original_3417_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3417/c-3417-09.jpg,220x155,966x450,0.8872,0.0231,0.998,distinct
1958,signature_verification/full_forg/forgeries_1958_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1958/cf-1958-29.jpg,220x155,791x632,0.3525,0.0102,0.9825,distinct
3296,signature_verification/full_org/original_3296_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3296/c-3296-17.jpg,220x155,1044x463,0.962,0.0357,0.9965,distinct
3898,signature_verification/full_forg/forgeries_3898_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3898/cf-3898-05.jpg,220x155,454x274,0.2118,0.0028,0.9992,same image (re-encoded)
2139,signature_verification/full_org/original_2139_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2139/c-2139-18.jpg,220x155,651x473,0.7635,0.028,0.9983,distinct
551,signature_verification/full_org/original_551_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/551/c-551-05.jpg,220x155,882x577,0.9737,0.0365,0.9971,distinct
1264,signature_verification/full_org/original_1264_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1264/c-1264-12.jpg,220x155,1173x606,0.5727,0.0057,0.9966,same image (re-encoded)
1437,signature_verification/full_org/original_1437_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1437/c-1437-19.jpg,220x155,972x318,0.433,0.0136,0.9971,distinct
121,signature_verification/full_org/original_121_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/121/c-121-15.jpg,220x155,1058x352,1.2233,0.0424,0.9961,distinct
3508,signature_verification/full_org/original_3508_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3508/c-3508-19.jpg,220x155,1062x416,0.3472,0.0019,0.9974,same image (re-encoded)
3460,signature_verification/full_org/original_3460_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3460/c-3460-14.jpg,220x155,758x468,0.8633,0.0325,0.9979,distinct
3023,signature_verification/full_org/original_3023_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3023/c-3023-20.jpg,220x155,870x634,0.5179,0.0026,0.9968,same image (re-encoded)
419,signature_verification/full_org/original_419_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/419/c-419-22.jpg,220x155,959x408,0.7888,0.0277,0.9972,distinct
3257,signature_verification/full_org/original_3257_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3257/c-3257-09.jpg,220x155,1071x593,1.6319,0.0578,0.9883,distinct
3774,signature_verification/full_org/original_3774_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3774/c-3774-22.jpg,220x155,1018x642,0.8232,0.0336,0.9959,distinct
1310,signature_verification/full_forg/forgeries_1310_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1310/cf-1310-02.jpg,220x155,1002x544,0.7903,0.0248,0.9977,distinct
512,signature_verification/full_forg/forgeries_512_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/512/cf-512-06.jpg,220x155,883x312,0.2795,0.0006,0.998,same image (re-encoded)
3619,signature_verification/full_org/original_3619_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3619/c-3619-16.jpg,220x155,746x426,0.4391,0.0052,0.9991,same image (re-encoded)
2275,signature_verification/full_forg/forgeries_2275_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2275/cf-2275-12.jpg,220x155,648x335,0.2192,0.0,0.999,same image (re-encoded)
327,signature_verification/full_org/original_327_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/327/c-327-12.jpg,220x155,626x612,0.4735,0.0068,0.9938,same image (re-encoded)
1764,signature_verification/full_org/original_1764_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1764/c-1764-23.jpg,220x155,862x591,1.1295,0.0419,0.997,distinct
1091,signature_verification/full_org/original_1091_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1091/c-1091-13.jpg,220x155,1202x445,0.4308,0.0045,0.9952,same image (re-encoded)
3721,signature_verification/full_forg/forgeries_3721_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3721/cf-3721-19.jpg,220x155,638x459,0.6202,0.0221,0.998,distinct
2896,signature_verification/full_org/original_2896_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2896/c-2896-03.jpg,220x155,952x593,0.5295,0.0107,0.9921,distinct
53,signature_verification/full_forg/forgeries_53_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/053/cf-053-25.jpg,220x155,720x630,0.639,0.0191,0.9979,distinct
3847,signature_verification/full_forg/forgeries_3847_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3847/cf-3847-21.jpg,220x155,1179x824,0.7132,0.0165,0.9928,distinct
3959,signature_verification/full_org/original_3959_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3959/c-3959-24.jpg,220x155,901x303,0.2906,0.0002,0.9988,same image (re-encoded)
1232,signature_verification/full_forg/forgeries_1232_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1232/cf-1232-09.jpg,220x155,761x658,0.961,0.0263,0.9982,distinct
2935,signature_verification/full_forg/forgeries_2935_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2935/cf-2935-05.jpg,220x155,709x609,0.9006,0.034,0.9971,distinct
3228,signature_verification/full_forg/forgeries_3228_3.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3228/cf-3228-26.jpg,220x155,721x573,15.2378,0.9401,0.9879,distinct
2830,signature_verification/full_forg/forgeries_2830_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2830/cf-2830-27.jpg,220x155,637x431,0.2846,0.0015,0.9993,same image (re-encoded)
2914,signature_verification/full_forg/forgeries_2914_11.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2914/cf-2914-19.jpg,220x155,1115x861,11.435,0.1632,0.9922,distinct
463,signature_verification/full_forg/forgeries_463_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/463/cf-463-15.jpg,220x155,1204x710,1.7722,0.0588,0.9933,distinct
3953,signature_verification/full_org/original_3953_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3953/c-3953-06.jpg,220x155,765x670,1.4834,0.0542,0.996,distinct
2155,signature_verification/full_forg/forgeries_2155_8.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2155/cf-2155-12.jpg,220x155,614x422,8.8237,0.0206,0.998,distinct
1249,signature_verification/full_org/original_1249_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1249/c-1249-22.jpg,220x155,854x449,0.4073,0.0023,0.9968,same image (re-encoded)
3256,signature_verification/full_org/original_3256_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3256/c-3256-11.jpg,220x155,942x540,1.1569,0.0408,0.9885,distinct
228,signature_verification/full_org/original_228_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/228/c-228-05.jpg,220x155,555x310,0.1172,0.0,0.9982,same image (re-encoded)
1098,signature_verification/full_forg/forgeries_1098_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1098/cf-1098-08.jpg,220x155,1346x795,1.4447,0.0484,0.9779,distinct
821,signature_verification/full_forg/forgeries_821_15.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/821/cf-821-25.jpg,220x155,476x443,9.0557,0.0359,0.9973,distinct
3054,signature_verification/full_org/original_3054_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3054/c-3054-19.jpg,220x155,1002x570,0.5432,0.0102,0.9924,distinct
2182,signature_verification/full_forg/forgeries_2182_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2182/cf-2182-06.jpg,220x155,1086x486,0.7686,0.0261,0.9971,distinct
405,signature_verification/full_forg/forgeries_405_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/405/cf-405-06.jpg,220x155,1191x567,0.9518,0.0311,0.986,distinct
1913,signature_verification/full_forg/forgeries_1913_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1913/cf-1913-19.jpg,220x155,716x744,0.4175,0.0044,0.9957,same image (re-encoded)
2796,signature_verification/full_forg/forgeries_2796_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2796/cf-2796-30.jpg,220x155,898x561,0.5197,0.0013,0.9977,same image (re-encoded)
3434,signature_verification/full_org/original_3434_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3434/c-3434-11.jpg,220x155,778x478,0.5315,0.0084,0.9988,same image (re-encoded)
1646,signature_verification/full_org/original_1646_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1646/c-1646-20.jpg,220x155,1323x556,0.9767,0.032,0.9969,distinct
1432,signature_verification/full_forg/forgeries_1432_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1432/cf-1432-13.jpg,220x155,962x563,0.5119,0.0034,0.9968,same image (re-encoded)
2802,signature_verification/full_forg/forgeries_2802_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2802/cf-2802-23.jpg,220x155,883x893,0.3794,0.0032,0.9982,same image (re-encoded)
3100,signature_verification/full_org/original_3100_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3100/c-3100-08.jpg,220x155,1072x469,0.7385,0.0178,0.9983,distinct
3670,signature_verification/full_org/original_3670_3.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3670/c-3670-22.jpg,220x155,819x500,31.3139,1.0,0.9966,distinct
3373,signature_verification/full_org/original_3373_2.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3373/c-3373-07.jpg,220x155,750x687,0.8962,0.0357,0.9952,distinct
2221,signature_verification/full_forg/forgeries_2221_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2221/cf-2221-04.jpg,220x155,494x290,0.2742,0.0026,0.9989,same image (re-encoded)
1555,signature_verification/full_forg/forgeries_1555_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1555/cf-1555-12.jpg,220x155,783x702,0.8516,0.0352,0.9947,distinct
662,signature_verification/full_forg/forgeries_662_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/662/cf-662-05.jpg,220x155,648x684,0.4289,0.0017,0.9969,same image (re-encoded)
3992,signature_verification/full_forg/forgeries_3992_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3992/cf-3992-10.jpg,220x155,959x498,0.8739,0.0326,0.9944,distinct
1057,signature_verification/full_forg/forgeries_1057_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1057/cf-1057-21.jpg,220x155,528x410,0.3262,0.0082,0.999,same image (re-encoded)
894,signature_verification/full_forg/forgeries_894_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/894/cf-894-12.jpg,220x155,797x890,1.4238,0.0499,0.9917,distinct
755,signature_verification/full_org/original_755_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/755/c-755-07.jpg,220x155,1228x694,1.1292,0.0367,0.9919,distinct
851,signature_verification/full_forg/forgeries_851_3.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/851/cf-851-07.jpg,220x155,1207x537,21.5748,0.9337,0.9955,distinct
645,signature_verification/full_org/original_645_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/645/c-645-10.jpg,220x155,662x393,0.4239,0.0039,0.9991,same image (re-encoded)
3702,signature_verification/full_org/original_3702_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3702/c-3702-15.jpg,220x155,726x826,0.8582,0.0301,0.9851,distinct
2967,signature_verification/full_forg/forgeries_2967_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2967/cf-2967-05.jpg,220x155,434x405,0.2117,0.0014,0.9992,same image (re-encoded)
3718,signature_verification/full_forg/forgeries_3718_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3718/cf-3718-15.jpg,220x155,671x711,1.2413,0.0466,0.996,distinct
2464,signature_verification/full_forg/forgeries_2464_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2464/cf-2464-16.jpg,220x155,540x270,0.1828,0.0002,0.9996,same image (re-encoded)
820,signature_verification/full_forg/forgeries_820_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/820/cf-820-23.jpg,220x155,884x667,0.4286,0.0023,0.997,same image (re-encoded)
2352,signature_verification/full_forg/forgeries_2352_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2352/cf-2352-19.jpg,220x155,897x517,1.0653,0.0396,0.9977,distinct
1239,signature_verification/full_org/original_1239_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1239/c-1239-05.jpg,220x155,1094x403,0.7911,0.0275,0.9927,distinct
2141,signature_verification/full_forg/forgeries_2141_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2141/cf-2141-18.jpg,220x155,893x484,0.3488,0.0033,0.9954,same image (re-encoded)
3485,signature_verification/full_forg/forgeries_3485_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3485/cf-3485-23.jpg,220x155,1168x608,0.6295,0.024,0.9933,distinct
625,signature_verification/full_org/original_625_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/625/c-625-04.jpg,220x155,818x329,0.3983,0.0108,0.999,distinct
2902,signature_verification/full_org/original_2902_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2902/c-2902-10.jpg,220x155,764x361,0.7734,0.0254,0.9978,distinct
3881,signature_verification/full_org/original_3881_11.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3881/c-3881-17.jpg,220x155,638x618,21.6819,0.9797,0.9917,distinct
3129,signature_verification/full_forg/forgeries_3129_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3129/cf-3129-02.jpg,220x155,872x414,0.7197,0.0249,0.99,distinct
2893,signature_verification/full_org/original_2893_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2893/c-2893-22.jpg,220x155,845x601,0.3574,0.0062,0.9929,same image (re-encoded)
3260,signature_verification/full_forg/forgeries_3260_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3260/cf-3260-29.jpg,220x155,1146x459,0.5398,0.0069,0.9964,same image (re-encoded)
2890,signature_verification/full_org/original_2890_11.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2890/c-2890-14.jpg,220x155,797x294,33.53,0.9991,0.997,distinct
1144,signature_verification/full_forg/forgeries_1144_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1144/cf-1144-13.jpg,220x155,1177x622,0.9743,0.0343,0.9899,distinct
2268,signature_verification/full_org/original_2268_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2268/c-2268-17.jpg,220x155,709x420,0.9041,0.0324,0.9941,distinct
591,signature_verification/full_forg/forgeries_591_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/591/cf-591-17.jpg,220x155,1083x815,0.9041,0.0365,0.9937,distinct
1128,signature_verification/full_forg/forgeries_1128_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1128/cf-1128-11.jpg,220x155,737x519,0.3308,0.0006,0.9978,same image (re-encoded)
1837,signature_verification/full_org/original_1837_3.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1837/c-1837-07.jpg,220x155,963x313,8.9361,0.0233,0.9973,distinct
